study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA624030	SRP255796	SAMN14565219	SRS6454272	SRX8086795	SRR11515145	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a12O		PAIRED	AMPLICON	METAGENOMIC	PCR	47000	27011380	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a12O	515YF-926R-P3-50-a12NFO_R1.fastq.gz	6438578;9010491	ef3dce69efff9b4a97e0f859a623b344;922b54e0c80fab5e50e13862aaf7be63	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/045/SRR11515145/SRR11515145_2.fastq.gz							16130687	063d487dab1c9e14e48f7ce4b3f7d018	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/045/SRR11515145	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/045/SRR11515145	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/045/SRR11515145				a12O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565218	SRS6454271	SRX8086794	SRR11515146	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a9O		PAIRED	AMPLICON	METAGENOMIC	PCR	26710	15351528	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a9O	515YF-926R-P2-50-a9NFO_R1.fastq.gz	3612359;5072308	cfde58749d3e90df9c86571eb6b4b1b6;80e27478143dc14a7d55446bd2223aa0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/046/SRR11515146/SRR11515146_2.fastq.gz							9151036	309e549af3fe60ad2de0d939eefa528c	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/046/SRR11515146	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/046/SRR11515146	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/046/SRR11515146				a9O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565137	SRS6454270	SRX8086793	SRR11515147	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	28A		PAIRED	AMPLICON	METAGENOMIC	PCR	65588	37792321	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	28A	515YF-926R-P3-50-28A_R1.fastq.gz	9025893;12633938	f3cd60eb78eaa18bb6e31ff1be8c5866;4b5581c3f9a5022252c5fc0c28d31d95	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/047/SRR11515147/SRR11515147_2.fastq.gz							22549743	9a014e799fbdff82eb52af6baac2cb19	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/047/SRR11515147	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/047/SRR11515147	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/047/SRR11515147				28A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565217	SRS6454269	SRX8086792	SRR11515148	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a22O		PAIRED	AMPLICON	METAGENOMIC	PCR	22180	12788504	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a22O	515YF-926R-P2-50-a22NFO_R1.fastq.gz	2813096;4080335	e581b0314b6ea6132f6c3a5e22c4aa7a;f2e82ba55283591906230a4090b68139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/048/SRR11515148/SRR11515148_2.fastq.gz							7693970	d5d8506c412c610b23fcf8a8bce1eb74	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/048/SRR11515148	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/048/SRR11515148	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/048/SRR11515148				a22O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565216	SRS6454267	SRX8086791	SRR11515149	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a17O		PAIRED	AMPLICON	METAGENOMIC	PCR	3988	2309597	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a17O	515YF-926R-P2-50-a17NFO_R1.fastq.gz	487445;720552	c78022ce638d47410db68d1c52a0628e;0473f37f2207794efb76605b83cd212c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11515149/SRR11515149_2.fastq.gz							1453563	55aad782671b9edbbbc24c6feb7e959b	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/049/SRR11515149	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/049/SRR11515149	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/049/SRR11515149				a17O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565215	SRS6454268	SRX8086790	SRR11515150	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a14O		PAIRED	AMPLICON	METAGENOMIC	PCR	20104	11667435	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a14O	515YF-926R-P2-50-a14NFO_R1.fastq.gz	2732143;3873838	19e7505504b46a82852bdccdb1b651a8;3e6993e97701ae59d5156b917bc5701a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/050/SRR11515150/SRR11515150_2.fastq.gz							7184381	f7300f6f0dbac41ec07207206e433bb9	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/050/SRR11515150	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/050/SRR11515150	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/050/SRR11515150				a14O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565214	SRS6454266	SRX8086789	SRR11515151	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a21O		PAIRED	AMPLICON	METAGENOMIC	PCR	25407	14648251	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a21O	515YF-926R-P1-50-a21NFO_R1.fastq.gz	3539682;4950546	55d15d804dc418c575dc8f81792db204;f6ec1bd8705ce7a11ed4a33125fcbd9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/051/SRR11515151/SRR11515151_2.fastq.gz							8887568	6e4e43f76f94fce9328c80000916d73e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/051/SRR11515151	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/051/SRR11515151	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/051/SRR11515151				a21O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565213	SRS6454265	SRX8086788	SRR11515152	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a16O		PAIRED	AMPLICON	METAGENOMIC	PCR	5412	3134148	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a16O	515YF-926R-P1-50-a16NFO_R1.fastq.gz	736173;1047560	1a446aff30724e3f3374ce2546a0b27e;53030e55b0b1effc40f9554194df442d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/052/SRR11515152/SRR11515152_2.fastq.gz							1964592	fc6c5ae52042bdfbce992167c0791b58	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/052/SRR11515152	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/052/SRR11515152	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/052/SRR11515152				a16O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565212	SRS6454264	SRX8086787	SRR11515153	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a13O		PAIRED	AMPLICON	METAGENOMIC	PCR	31973	18555473	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a13O	515YF-926R-P1-50-a13NFO_R1.fastq.gz	4552161;6367443	fbe7f0ced12d5b1a84f3940176c22a6a;a2397077935659b4953ef36d463cb45d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/053/SRR11515153/SRR11515153_2.fastq.gz							11544018	bed3668f487bd0fd7f7d3081acbe1737	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/053/SRR11515153	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/053/SRR11515153	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/053/SRR11515153				a13O		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565211	SRS6454263	SRX8086786	SRR11515154	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a27L		PAIRED	AMPLICON	METAGENOMIC	PCR	17890	10291237	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a27L	515YF-926R-P3-50-a27NFL_R1.fastq.gz	2297481;3298758	e6ca5c3c095e2e7cb3f4fbed2a0cb85b;472092c530ed59e2545e0dd9f6b2c71a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/054/SRR11515154/SRR11515154_2.fastq.gz							6286935	f08764f5e8019acc498e9096d54d14ad	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/054/SRR11515154	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/054/SRR11515154	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/054/SRR11515154				a27L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565210	SRS6454262	SRX8086785	SRR11515155	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a24L		PAIRED	AMPLICON	METAGENOMIC	PCR	39131	22551954	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a24L	515YF-926R-P3-50-a24NFL_R1.fastq.gz	4825823;7036315	dce9245893b2f29144fca961094165af;b58e800604f67d25ea866ceea41629ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11515155/SRR11515155_2.fastq.gz							13483723	e2a41f6adc91d49924177dc0460de15f	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/055/SRR11515155	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/055/SRR11515155	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/055/SRR11515155				a24L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565209	SRS6454261	SRX8086784	SRR11515156	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a18L		PAIRED	AMPLICON	METAGENOMIC	PCR	27839	16101545	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a18L	515YF-926R-P3-50-a18NFL_R1.fastq.gz	3901450;5493797	673ad578e94314be9f6d99324acd0ce0;75c95ce1bd9f8eb7e34b7fa2f4b74af9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/056/SRR11515156/SRR11515156_2.fastq.gz							9763844	04020a5cc2ef551259f9b200fddf303e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/056/SRR11515156	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/056/SRR11515156	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/056/SRR11515156				a18L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565208	SRS6454260	SRX8086783	SRR11515157	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a15L		PAIRED	AMPLICON	METAGENOMIC	PCR	23284	13514594	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a15L	515YF-926R-P3-50-a15NFL_R1.fastq.gz	3229113;4561030	878f403adaf0e0c6a452fe1360b0623e;741f3ba386163e7af5adeab7985c716c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/057/SRR11515157/SRR11515157_2.fastq.gz							8241898	9df74cae9dc1ebff9c27cf521c01b1ec	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/057/SRR11515157	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/057/SRR11515157	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/057/SRR11515157				a15L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565136	SRS6454258	SRX8086782	SRR11515158	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	7A		PAIRED	AMPLICON	METAGENOMIC	PCR	72626	42013417	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	7A	515YF-926R-P2-50-7A_R1.fastq.gz	8294823;12226820	87caf5a48907b2dfb61b03e00d5870b7;bd54348d4073f986cf5ac52ba521dd15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/058/SRR11515158/SRR11515158_2.fastq.gz							24875804	8ece4566bc22ffdd225faa5a93c6d1d8	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/058/SRR11515158	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/058/SRR11515158	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/058/SRR11515158				7A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565207	SRS6454259	SRX8086781	SRR11515159	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a12L		PAIRED	AMPLICON	METAGENOMIC	PCR	103037	59206155	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a12L	515YF-926R-P3-50-a12NFL_R1.fastq.gz	14646854;20266890	dc70fd110f506814c127ab3e019d8c61;57bc267de0e546851a8b50e94b1e6145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/059/SRR11515159/SRR11515159_2.fastq.gz							35453173	79f9db4be5b0358a15aaa3e50d2c3cc2	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/059/SRR11515159	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/059/SRR11515159	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/059/SRR11515159				a12L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565206	SRS6454257	SRX8086780	SRR11515160	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a9L		PAIRED	AMPLICON	METAGENOMIC	PCR	76386	43902365	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a9L	515YF-926R-P2-50-a9NFL_R1.fastq.gz	10834895;15018126	3a12e0af70145ad7f3fc69479694e01a;1af9fc5f6192b2eaf64df72b5f0ab723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/060/SRR11515160/SRR11515160_2.fastq.gz							26225724	0b0035d15b882f45b06014a3d68f0d84	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/060/SRR11515160	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/060/SRR11515160	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/060/SRR11515160				a9L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565205	SRS6454256	SRX8086779	SRR11515161	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a22L		PAIRED	AMPLICON	METAGENOMIC	PCR	36024	20764591	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a22L	515YF-926R-P2-50-a22NFL_R1.fastq.gz	4299841;6318866	57cccda5fc4735531749655ac5990d79;a43966211851e5923f0451444654a233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11515161/SRR11515161_2.fastq.gz							12318703	389873a614163a8d15a29bfcb749fbee	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/061/SRR11515161	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/061/SRR11515161	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/061/SRR11515161				a22L		dog skin microbiome		2020-04-14
